epoch,GPU_0_out_attention_loss,GPU_0_out_attention_precision,GPU_0_out_attention_recall,GPU_0_out_columns_loss,GPU_1_out_attention_loss,GPU_1_out_attention_precision,GPU_1_out_attention_recall,GPU_1_out_columns_loss,loss,val_GPU_0_out_attention_loss,val_GPU_0_out_attention_precision,val_GPU_0_out_attention_recall,val_GPU_0_out_columns_loss,val_GPU_1_out_attention_loss,val_GPU_1_out_attention_precision,val_GPU_1_out_attention_recall,val_GPU_1_out_columns_loss,val_loss
0,0.02378564514219761,0.04988611117005348,0.0006222360534593463,1.3545746803283691,0.036410797387361526,0.05316011235117912,0.0006777543458156288,1.4127838611602783,0.3309132754802704,0.02527930773794651,0.0013407530495896935,6.731437315465882e-05,1.4262202978134155,0.042031802237033844,0.002079388592392206,0.00010858812311198562,1.5172266960144043,0.3549247086048126
1,0.02329440787434578,0.05549541488289833,0.0011987260077148676,1.345908522605896,0.03577598184347153,0.05851118639111519,0.0012688712449744344,1.3960126638412476,0.32735589146614075,0.024001866579055786,0.04514041170477867,0.0036704984959214926,1.4145724773406982,0.03660602122545242,0.05364488437771797,0.003702430287376046,1.507730484008789,0.34677740931510925
2,0.02347441576421261,0.06589400768280029,0.0014081374974921346,1.3470008373260498,0.035682957619428635,0.06647804379463196,0.0012241544900462031,1.3997912406921387,0.3279210329055786,0.02341219037771225,0.0002328625414520502,1.689493547019083e-05,1.4238159656524658,0.038982752710580826,0.00020373779989313334,6.083602784201503e-05,1.5232288837432861,0.35085996985435486
3,0.02314503863453865,0.04048169031739235,0.0014625006588175893,1.3468751907348633,0.034690745174884796,0.04180605709552765,0.0012691628653556108,1.398627519607544,0.326602041721344,0.0249285027384758,0.00029615237144753337,0.00019577778584789485,1.4154129028320312,0.042081624269485474,0.0004019656335003674,0.00017352319264318794,1.541847586631775,0.35603490471839905
