epoch,GPU_0_out_gaps_categorical_accuracy,GPU_0_out_gaps_loss,GPU_1_out_gaps_categorical_accuracy,GPU_1_out_gaps_loss,GPU_2_out_gaps_categorical_accuracy,GPU_2_out_gaps_loss,GPU_3_out_gaps_categorical_accuracy,GPU_3_out_gaps_loss,loss,val_GPU_0_out_gaps_categorical_accuracy,val_GPU_0_out_gaps_loss,val_GPU_1_out_gaps_categorical_accuracy,val_GPU_1_out_gaps_loss,val_GPU_2_out_gaps_categorical_accuracy,val_GPU_2_out_gaps_loss,val_GPU_3_out_gaps_categorical_accuracy,val_GPU_3_out_gaps_loss,val_loss
0,0.977450430393219,0.39557692408561707,0.9774867296218872,0.39042484760284424,0.9776565432548523,0.39017120003700256,0.977155864238739,0.3912048041820526,1.5673812627792358,0.9979211091995239,0.35449233651161194,0.9979794025421143,0.35354503989219666,0.9978725910186768,0.3537934720516205,0.9978091716766357,0.3534107804298401,1.4152415990829468
1,0.9980628490447998,0.35394129157066345,0.9980695247650146,0.35267117619514465,0.9980515837669373,0.3526518940925598,0.9980452656745911,0.35261574387550354,1.411879301071167,0.998231053352356,0.35385051369667053,0.9982518553733826,0.35284265875816345,0.9982708096504211,0.35262709856033325,0.9981828927993774,0.353082537651062,1.4124032258987427
2,0.9981809854507446,0.35383084416389465,0.9982327818870544,0.3522928059101105,0.998218297958374,0.35229113698005676,0.9982046484947205,0.3523430824279785,1.4107635021209717,0.9982479810714722,0.35373663902282715,0.9981527924537659,0.35308441519737244,0.9981546401977539,0.3533613383769989,0.9982104897499084,0.3530760705471039,1.41325843334198
3,0.9982492923736572,0.3536666929721832,0.998287558555603,0.35221269726753235,0.9982770681381226,0.35221460461616516,0.9982667565345764,0.3522161841392517,1.4103126525878906,0.9982121586799622,0.3538891673088074,0.9981412887573242,0.35270366072654724,0.9980520009994507,0.35299649834632874,0.9981184005737305,0.35274848341941833,1.4123382568359375
4,0.9983019828796387,0.35353994369506836,0.9983086585998535,0.35216423869132996,0.9982933402061462,0.35216447710990906,0.99830561876297,0.3521406054496765,1.4100103378295898,0.9983338117599487,0.3542439639568329,0.9981100559234619,0.3526407778263092,0.9981215000152588,0.3527109622955322,0.9980749487876892,0.3528973460197449,1.412493348121643
5,0.9983295798301697,0.353422611951828,0.9982956647872925,0.3521649241447449,0.9982756972312927,0.3522166311740875,0.998313307762146,0.35212281346321106,1.409926176071167,0.9981473088264465,0.35429146885871887,0.9981909990310669,0.35295042395591736,0.9981698989868164,0.35274451971054077,0.9982657432556152,0.35265934467315674,1.4126466512680054
6,0.9983262419700623,0.3535402715206146,0.9983068108558655,0.3521507978439331,0.9983534216880798,0.3520618975162506,0.9983230829238892,0.3521285951137543,1.40988028049469,0.9983963966369629,0.3534418046474457,0.9981264472007751,0.3528330624103546,0.9981699585914612,0.3527928590774536,0.9981552958488464,0.3529333770275116,1.4120001792907715
7,0.9983554482460022,0.35345980525016785,0.9983121156692505,0.3521377742290497,0.9983150362968445,0.3521336615085602,0.9983194470405579,0.35211408138275146,1.4098472595214844,0.9982345104217529,0.3541319966316223,0.9981068968772888,0.3531288802623749,0.9982872605323792,0.3527226448059082,0.9982174634933472,0.35262078046798706,1.4126033782958984
