epoch,GPU_0_out_gaps_categorical_accuracy,GPU_0_out_gaps_loss,GPU_1_out_gaps_categorical_accuracy,GPU_1_out_gaps_loss,loss,val_GPU_0_out_gaps_categorical_accuracy,val_GPU_0_out_gaps_loss,val_GPU_1_out_gaps_categorical_accuracy,val_GPU_1_out_gaps_loss,val_loss
66,0.9616339206695557,0.09513571858406067,0.9604870080947876,0.10333205759525299,0.19846786558628082,0.9624097943305969,0.09077044576406479,0.9560042023658752,0.1056411862373352,0.1964116096496582
67,0.9622321724891663,0.09391364455223083,0.9610365629196167,0.10111161321401596,0.1950250267982483,0.9622638821601868,0.08329522609710693,0.9610724449157715,0.08810717612504959,0.17140237987041473
68,0.9618801474571228,0.09512390941381454,0.9620904326438904,0.09653642773628235,0.19166025519371033,0.9634239077568054,0.08557102084159851,0.9514173269271851,0.13394856452941895,0.21951960027217865
69,0.9625452160835266,0.09360243380069733,0.9621357917785645,0.09772072732448578,0.19132305681705475,0.9613304138183594,0.09516391903162003,0.9621630907058716,0.097531259059906,0.19269517064094543
70,0.9622474312782288,0.09396783262491226,0.9634844660758972,0.09811807423830032,0.19208581745624542,0.953000009059906,0.11394154280424118,0.9630172848701477,0.07782509922981262,0.1917666345834732
71,0.9631363153457642,0.09427715837955475,0.9638495445251465,0.09584823995828629,0.1901254653930664,0.9555851817131042,0.10308375209569931,0.9602602124214172,0.09222310036420822,0.19530685245990753
72,0.9631180167198181,0.09341470152139664,0.963930606842041,0.09432384371757507,0.18773844838142395,0.9699128866195679,0.08017435669898987,0.9617311954498291,0.08456701040267944,0.1647413671016693
73,0.9635636806488037,0.08966238796710968,0.9636356234550476,0.0956227034330368,0.1852852702140808,0.9508616924285889,0.13044008612632751,0.9653468132019043,0.0925610363483429,0.22300109267234802
74,0.964504599571228,0.08893266320228577,0.9642373323440552,0.09302247315645218,0.1819552332162857,0.9642163515090942,0.0948307141661644,0.9694889187812805,0.0752074271440506,0.1700381338596344
75,0.9649216532707214,0.08769060671329498,0.9647048115730286,0.09183605015277863,0.179526686668396,0.9706419706344604,0.07723190635442734,0.9660962224006653,0.10114354640245438,0.17837543785572052
76,0.9643964767456055,0.08946288377046585,0.9656267762184143,0.08942168205976486,0.17888455092906952,0.961570680141449,0.10037971287965775,0.963074803352356,0.07710210233926773,0.17748181521892548
77,0.96512371301651,0.08731940388679504,0.9648953080177307,0.09301997721195221,0.1803394854068756,0.9710383415222168,0.07761996984481812,0.9617493152618408,0.09410170465707779,0.1717216819524765
78,0.9654464721679688,0.08677597343921661,0.9652344584465027,0.0894281417131424,0.17620410025119781,0.9540706872940063,0.10717260837554932,0.9663240909576416,0.09797292202711105,0.20514550805091858
79,0.9656471610069275,0.08544088900089264,0.9658094048500061,0.09082252532243729,0.17626333236694336,0.9681381583213806,0.07548749446868896,0.9624954462051392,0.10326062142848969,0.17874810099601746
80,0.9666379690170288,0.08353907614946365,0.9662640690803528,0.08734606951475143,0.17088507115840912,0.9670723080635071,0.07762197405099869,0.9614550471305847,0.10564741492271423,0.18326935172080994
81,0.9657866954803467,0.08397646993398666,0.9658412337303162,0.08817393332719803,0.17215046286582947,0.9709965586662292,0.06713691353797913,0.9607966542243958,0.0920630618929863,0.15919999778270721
82,0.9670107364654541,0.08084066212177277,0.9665893316268921,0.08605710417032242,0.1668979674577713,0.9689194560050964,0.08203297108411789,0.9677602052688599,0.08018944412469864,0.16222243010997772
83,0.965955913066864,0.0830235555768013,0.9670062065124512,0.08976531773805618,0.17278887331485748,0.9637172222137451,0.09780579805374146,0.9684141874313354,0.08402090519666672,0.18182671070098877
84,0.967876672744751,0.07839234173297882,0.9685274958610535,0.08361802250146866,0.16201050579547882,0.9614099264144897,0.09798936545848846,0.9584836959838867,0.11026117950677872,0.20825053751468658
85,0.9672695398330688,0.08030668646097183,0.9663411974906921,0.08739303052425385,0.16769962012767792,0.96186763048172,0.08826985210180283,0.9575091600418091,0.10261271148920059,0.19088254868984222
86,0.9682821035385132,0.0778532326221466,0.9680204391479492,0.0848551094532013,0.16270840167999268,0.9686517715454102,0.06941390782594681,0.9696450233459473,0.08559368550777435,0.15500758588314056
87,0.9679691791534424,0.07964498549699783,0.9666791558265686,0.08769751340150833,0.16734255850315094,0.9575738906860352,0.09547939896583557,0.9723808169364929,0.08292993158102036,0.17840930819511414
88,0.9672474265098572,0.07853363454341888,0.9671345949172974,0.08551780134439468,0.1640513688325882,0.9739253520965576,0.06851277500391006,0.970628023147583,0.0982440933585167,0.16675685346126556
89,0.9688112735748291,0.07600569725036621,0.9687550663948059,0.08066178113222122,0.1566675752401352,0.9649174213409424,0.08265209197998047,0.9800488948822021,0.05386471375823021,0.13651680946350098
90,0.9683434963226318,0.07800422608852386,0.9674062728881836,0.08388486504554749,0.1618891805410385,0.9669438600540161,0.07561039924621582,0.9704526662826538,0.09361789375543594,0.16922831535339355
