epoch;GPU_0_out_attention_loss;GPU_0_out_attention_precision;GPU_0_out_attention_recall;GPU_0_out_columns_loss;GPU_1_out_attention_loss;GPU_1_out_attention_precision;GPU_1_out_attention_recall;GPU_1_out_columns_loss;loss;val_GPU_0_out_attention_loss;val_GPU_0_out_attention_precision;val_GPU_0_out_attention_recall;val_GPU_0_out_columns_loss;val_GPU_1_out_attention_loss;val_GPU_1_out_attention_precision;val_GPU_1_out_attention_recall;val_GPU_1_out_columns_loss;val_loss
0;0.017865179106593132;0.7140002846717834;0.11082997173070908;1.463904619216919;0.024102162569761276;0.7165502309799194;0.11103495210409164;1.4122850894927979;0.0986514762043953;0.016661718487739563;0.7418964505195618;0.20120002329349518;1.2458882331848145;0.021929340437054634;0.7454894781112671;0.20200438797473907;1.1709108352661133;0.08615521341562271
1;0.015897566452622414;0.7589618563652039;0.15771719813346863;1.346899151802063;0.02074948325753212;0.7614364624023438;0.15944914519786835;1.2439879179000854;0.08773200958967209;0.015471362508833408;0.7573339939117432;0.2074752300977707;1.2174510955810547;0.02057843655347824;0.7482926249504089;0.20067176222801208;1.130112648010254;0.08228009939193726
2;0.015423290431499481;0.7604182362556458;0.17280401289463043;1.2824280261993408;0.019927997142076492;0.7609915733337402;0.1739099621772766;1.1701003313064575;0.08369506150484085;0.01457984372973442;0.7637680172920227;0.2456362098455429;1.0786088705062866;0.01921788603067398;0.7679475545883179;0.24689921736717224;0.9705758690834045;0.07410538196563721
3;0.014859417453408241;0.7465294599533081;0.2083185911178589;1.126908779144287;0.019069168716669083;0.7458807826042175;0.207558736205101;1.0141024589538574;0.07606985419988632;0.01431853137910366;0.7591858506202698;0.28684210777282715;0.9672842025756836;0.01783180423080921;0.7642832398414612;0.30447909235954285;0.8730446696281433;0.06831385940313339
4;0.01333195436745882;0.7645072340965271;0.3019320070743561;0.9657574892044067;0.01687861979007721;0.7659083008766174;0.3029583990573883;0.8229973912239075;0.06538121402263641;0.012325537391006947;0.7766817808151245;0.44173696637153625;0.7687950730323792;0.01566821150481701;0.7793863415718079;0.44084927439689636;0.676240086555481;0.056334588676691055
5;0.011671776883304119;0.8043140172958374;0.40763989090919495;0.8324208855628967;0.014414917677640915;0.8040246963500977;0.40517014265060425;0.7071678042411804;0.0563567578792572;0.010797547176480293;0.8303396701812744;0.5181306004524231;0.6754805445671082;0.013378442265093327;0.8346445560455322;0.510578989982605;0.5916467308998108;0.04903505742549896
6;0.010413764975965023;0.8345540761947632;0.4879783093929291;0.7281544208526611;0.012854891829192638;0.8334791660308838;0.48442983627319336;0.6346912384033203;0.05006038770079613;0.009594503790140152;0.8552077412605286;0.5820624828338623;0.6078936457633972;0.011445913463830948;0.8500778079032898;0.5781107544898987;0.5276252627372742;0.043330010026693344
7;0.00961975660175085;0.8499095439910889;0.5261843204498291;0.6730495691299438;0.011834599077701569;0.8492284417152405;0.5247682332992554;0.5830026268959045;0.04614626243710518;0.008625759743154049;0.8723503947257996;0.6145792603492737;0.6086348295211792;0.011119317263364792;0.8689415454864502;0.6013936400413513;0.49779587984085083;0.041478853672742844
8;0.008847820572555065;0.8681904077529907;0.5688536167144775;0.6288575530052185;0.010803054086863995;0.8683425188064575;0.5685068368911743;0.5492206811904907;0.0428193062543869;0.008312473073601723;0.8856683373451233;0.637153685092926;0.5581571459770203;0.009528503753244877;0.8880919814109802;0.6417843103408813;0.4779788851737976;0.03820684179663658
9;0.008426456712186337;0.8798152804374695;0.594486653804779;0.5951592326164246;0.010281992144882679;0.8801657557487488;0.5934744477272034;0.5302544832229614;0.04084251448512077;0.008206991478800774;0.8879713416099548;0.6401161551475525;0.549267053604126;0.00973974447697401;0.8900753259658813;0.6468879580497742;0.45975416898727417;0.03776823356747627
10;0.008202715776860714;0.8838925361633301;0.6027748584747314;0.5799375176429749;0.009964771568775177;0.8845520615577698;0.6067025661468506;0.5151581764221191;0.03970596194267273;0.00818552728742361;0.8928488492965698;0.6347897052764893;0.5570165514945984;0.00904745515435934;0.8980497121810913;0.649934709072113;0.45367294549942017;0.037102110683918
11;0.008100613951683044;0.8876359462738037;0.6136468052864075;0.5633046627044678;0.00981831829994917;0.8870465159416199;0.6129818558692932;0.5079177618026733;0.038985032588243484;0.007847978733479977;0.9023433923721313;0.6634589433670044;0.542374312877655;0.009381722658872604;0.8998770713806152;0.656690776348114;0.44012734293937683;0.036535169929265976
12;0.007964611984789371;0.8888646960258484;0.6154195070266724;0.5611220598220825;0.009630761109292507;0.8895480036735535;0.617085337638855;0.5014395713806152;0.03849483281373978;0.007919495925307274;0.9030484557151794;0.6618528962135315;0.5122881531715393;0.009065136313438416;0.9022206664085388;0.6610488891601562;0.4515131413936615;0.03592096269130707
13;0.00787151325494051;0.8920319080352783;0.6227230429649353;0.5509029626846313;0.009375405497848988;0.892975389957428;0.6267459988594055;0.4950927495956421;0.037821900099515915;0.008053596131503582;0.9044508934020996;0.6587584614753723;0.5092219710350037;0.009226160123944283;0.9060736298561096;0.6701099276542664;0.44477763772010803;0.03601415827870369
14;0.007665568962693214;0.8942667841911316;0.630104124546051;0.5454918742179871;0.009401870891451836;0.8942431807518005;0.6304954290390015;0.4926234483718872;0.03748830035328865;0.0074958703480660915;0.9092785120010376;0.6774699687957764;0.5138696432113647;0.00912270788103342;0.906755805015564;0.6679929494857788;0.43889734148979187;0.03534157946705818
15;0.007578970864415169;0.8954882025718689;0.6337550282478333;0.5358874201774597;0.009261407889425755;0.8956398367881775;0.6317129731178284;0.48880067467689514;0.03699731081724167;0.0074344296008348465;0.9037172794342041;0.6685234904289246;0.5374859571456909;0.009028474800288677;0.9010707139968872;0.6587745547294617;0.4424881637096405;0.035733141005039215
16;0.007501974701881409;0.8970755338668823;0.6377629637718201;0.5337897539138794;0.009110959246754646;0.8969099521636963;0.6355218887329102;0.48316821455955505;0.03661980852484703;0.007503397297114134;0.9059939980506897;0.679587185382843;0.4812321066856384;0.008658027276396751;0.9074588418006897;0.6804183125495911;0.4277127683162689;0.034017086029052734
17;0.007442379370331764;0.8985174894332886;0.6401820182800293;0.532562792301178;0.009122852236032486;0.8974711298942566;0.6381744146347046;0.48085272312164307;0.036502059549093246;0.0074668508023023605;0.9052469730377197;0.678336501121521;0.5239988565444946;0.008729012683033943;0.9064447283744812;0.6823465824127197;0.4351857602596283;0.03505566716194153
18;0.007412775885313749;0.8990288376808167;0.6414555907249451;0.5252330303192139;0.009181193076074123;0.8984527587890625;0.641058623790741;0.4782702326774597;0.036332108080387115;0.007347285281866789;0.9070507287979126;0.670144259929657;0.534022331237793;0.008559953421354294;0.9086679220199585;0.6808733940124512;0.4363080859184265;0.03499571979045868
19;0.007366843055933714;0.8994503021240234;0.642866849899292;0.5219630599021912;0.008986301720142365;0.8998034596443176;0.6443988680839539;0.4714723825454712;0.03589469566941261;0.00739759486168623;0.9110513925552368;0.6797366142272949;0.4826756417751312;0.00828467309474945;0.9130886793136597;0.6944977641105652;0.41997525095939636;0.03342166915535927
20;0.007432387676090002;0.9000139832496643;0.6434422135353088;0.5198702812194824;0.008909599855542183;0.9002677798271179;0.6461458206176758;0.4716578722000122;0.03584566339850426;0.007442127447575331;0.9081862568855286;0.6842063069343567;0.49138152599334717;0.009223994798958302;0.9033589959144592;0.6694785952568054;0.43668508529663086;0.03489411994814873
21;0.007354566361755133;0.9006905555725098;0.646753191947937;0.5143082737922668;0.008909640833735466;0.9005929231643677;0.6438127160072327;0.4714008569717407;0.035653162747621536;0.0070735798217356205;0.9102041721343994;0.6939229965209961;0.4777395725250244;0.008724196814000607;0.9086847901344299;0.6843394041061401;0.44324401021003723;0.03390149399638176
22;0.007355475332587957;0.9023529291152954;0.6480923891067505;0.5159722566604614;0.008871093392372131;0.9020172357559204;0.647564709186554;0.468967467546463;0.03560080751776695;0.007417553570121527;0.9128457307815552;0.6810079216957092;0.4934852421283722;0.008511661551892757;0.9154838919639587;0.6918675303459167;0.4261331558227539;0.03400297835469246
23;0.0072213709354400635;0.9038582444190979;0.6504488587379456;0.5127888321876526;0.008683343417942524;0.9044812321662903;0.6526488661766052;0.4667959213256836;0.03517848625779152;0.007225788198411465;0.914440929889679;0.7028239965438843;0.4658986032009125;0.008559632115066051;0.9116937518119812;0.6915311217308044;0.4252174198627472;0.03329203650355339
24;0.007150525692850351;0.9056853652000427;0.6542443037033081;0.5116041898727417;0.008663364686071873;0.9068030714988708;0.6586734056472778;0.458747535943985;0.03490477055311203;0.007031545042991638;0.916681706905365;0.6937270760536194;0.4855656027793884;0.008621635846793652;0.9149431586265564;0.6938047409057617;0.42874425649642944;0.03362631797790527
25;0.007071963045746088;0.9075217843055725;0.6584134101867676;0.5056010484695435;0.00871762540191412;0.9068709015846252;0.6566462516784668;0.459404319524765;0.03477393463253975;0.007209633011370897;0.9147610068321228;0.6940094232559204;0.485665887594223;0.008403702639043331;0.9121720194816589;0.6886695623397827;0.42425742745399475;0.03349953144788742
26;0.0070680538192391396;0.9086299538612366;0.6600232720375061;0.5022843480110168;0.008606145158410072;0.9084899425506592;0.6609622240066528;0.45744532346725464;0.03455550596117973;0.007134558632969856;0.9159815311431885;0.7031694054603577;0.4685545861721039;0.008344846777617931;0.9161303639411926;0.6987254023551941;0.4222581684589386;0.032986074686050415
27;0.007015951909124851;0.9089840054512024;0.6607389450073242;0.5033915638923645;0.00843858439475298;0.9095208048820496;0.6631981134414673;0.4541694223880768;0.034296706318855286;0.006910677999258041;0.9154810309410095;0.6931915879249573;0.48449212312698364;0.008086036890745163;0.9196990728378296;0.7037093043327332;0.410078227519989;0.0325881764292717
28;0.006914530880749226;0.9102650880813599;0.665963351726532;0.4940984547138214;0.0084811607375741;0.9096053838729858;0.6626012325286865;0.45528537034988403;0.03407547250390053;0.006751233246177435;0.9147791862487793;0.6947075128555298;0.47022080421447754;0.00814861711114645;0.9184544682502747;0.7147940993309021;0.409995436668396;0.03220616653561592
29;0.00696613360196352;0.9110837578773499;0.6659130454063416;0.49263593554496765;0.008410151116549969;0.9113448858261108;0.6680006384849548;0.45021966099739075;0.0339258536696434;0.0071518998593091965;0.9145273566246033;0.7075818777084351;0.4560607075691223;0.008044799789786339;0.9141684770584106;0.7077668905258179;0.4033968448638916;0.032081931829452515
30;0.006956630386412144;0.9118728041648865;0.6683012843132019;0.4910956025123596;0.008365524932742119;0.9122028946876526;0.6686259508132935;0.45022669434547424;0.033842187374830246;0.006749826483428478;0.916726291179657;0.7057501077651978;0.4819324314594269;0.00820317491889;0.9174157381057739;0.707148015499115;0.4101029634475708;0.032494645565748215
31;0.0068375058472156525;0.9128670692443848;0.6709436774253845;0.48966819047927856;0.008332490921020508;0.9127115607261658;0.6711832880973816;0.44654807448387146;0.03359103947877884;0.006998099386692047;0.9160537123680115;0.7111985683441162;0.47056734561920166;0.007960212416946888;0.9159787893295288;0.7169880270957947;0.4063440263271332;0.03219735622406006
32;0.006846207659691572;0.9140993356704712;0.6738834381103516;0.483702689409256;0.008389380760490894;0.9136331081390381;0.6719534993171692;0.44675779342651367;0.033540062606334686;0.0069105131551623344;0.9202584028244019;0.7152876853942871;0.46933865547180176;0.008628830313682556;0.913530170917511;0.6949508786201477;0.4171335995197296;0.03295798972249031
33;0.006723112892359495;0.9147976636886597;0.6745076179504395;0.48074814677238464;0.008267080411314964;0.9143227934837341;0.6736169457435608;0.44387152791023254;0.03318269923329353;0.007122233975678682;0.915971577167511;0.7050276398658752;0.4584682285785675;0.008323590271174908;0.9198529720306396;0.7161436080932617;0.4070512354373932;0.03244730085134506
34;0.006694426294416189;0.9155355095863342;0.6771807074546814;0.48246026039123535;0.008284352719783783;0.9154053330421448;0.6758056879043579;0.44014257192611694;0.03313136473298073;0.0068837665021419525;0.9225068688392639;0.7125869989395142;0.4616834223270416;0.007578570395708084;0.9191816449165344;0.70872962474823;0.4001370072364807;0.031409505754709244
35;0.006817993242293596;0.9153298139572144;0.6755805611610413;0.4791449010372162;0.008294542320072651;0.9152823090553284;0.6740670204162598;0.44092321395874023;0.033211611211299896;0.006772151682525873;0.919461727142334;0.7172080278396606;0.4467180371284485;0.0077593144960701466;0.9187978506088257;0.7156873345375061;0.401605486869812;0.03120732493698597
36;0.006684884428977966;0.9157734513282776;0.6775228977203369;0.4778115451335907;0.008099362254142761;0.9160023331642151;0.6767830848693848;0.4410998523235321;0.03286685422062874;0.006417942699044943;0.9196193814277649;0.7135747075080872;0.47345730662345886;0.007623759098351002;0.9189407825469971;0.7069874405860901;0.4117599129676819;0.03146522492170334
37;0.006683852057904005;0.9161005616188049;0.6791186332702637;0.474365234375;0.008111068047583103;0.916700541973114;0.67901611328125;0.4379660189151764;0.03274564817547798;0.006735048722475767;0.9221816062927246;0.7158998250961304;0.46007734537124634;0.008053064346313477;0.9201465845108032;0.7080135345458984;0.4079773426055908;0.03185342624783516
38;0.006674477364867926;0.9163256287574768;0.6779496073722839;0.475199818611145;0.008076504804193974;0.9167147278785706;0.6797231435775757;0.43811163306236267;0.032722070813179016;0.0069220177829265594;0.9213150143623352;0.7144753932952881;0.45883065462112427;0.008285213261842728;0.9185357093811035;0.7065463662147522;0.41148000955581665;0.03230929374694824
39;0.006628960371017456;0.9170167446136475;0.6791828274726868;0.4731282591819763;0.008077163249254227;0.9178121089935303;0.6839436888694763;0.4328078031539917;0.03253062441945076;0.007217795122414827;0.9194329977035522;0.70786052942276;0.4639611542224884;0.008302341215312481;0.9176830053329468;0.6999611854553223;0.4076685309410095;0.03264231234788895
40;0.006605294533073902;0.917937695980072;0.6817747354507446;0.47112423181533813;0.008208601735532284;0.9164943099021912;0.6765398383140564;0.43725401163101196;0.03268522024154663;0.006853415630757809;0.9187957048416138;0.7125645875930786;0.481087863445282;0.007993575185537338;0.9215646982192993;0.7241015434265137;0.4018622636795044;0.03220904991030693
41;0.006659610662609339;0.9170476794242859;0.6789255738258362;0.47521671652793884;0.007956508547067642;0.9177533984184265;0.6838648915290833;0.4332823157310486;0.03249375894665718;0.006868098396807909;0.9176830053329468;0.696060836315155;0.48281997442245483;0.00808823760598898;0.9211651086807251;0.7132760286331177;0.3913566768169403;0.03214075788855553
42;0.0065727075561881065;0.9177167415618896;0.6812587976455688;0.4693121016025543;0.008082464337348938;0.9176803827285767;0.6814263463020325;0.4344388246536255;0.03243714198470116;0.0069228834472596645;0.9190683364868164;0.7113048434257507;0.46216484904289246;0.007868016138672829;0.9196332693099976;0.7138137221336365;0.4048098623752594;0.03183456510305405
43;0.00662256870418787;0.917532742023468;0.6794774532318115;0.46992290019989014;0.008068714290857315;0.9180977940559387;0.6821130514144897;0.43244418501853943;0.03244490176439285;0.006910555996000767;0.9181035757064819;0.7046069502830505;0.4480484426021576;0.00800473615527153;0.9196401834487915;0.7067888975143433;0.4140293598175049;0.031858526170253754
44;0.0065368777140975;0.9181888103485107;0.6834865808486938;0.46712198853492737;0.008033890277147293;0.9180363416671753;0.6843816041946411;0.43273526430130005;0.03227643296122551;0.006818005815148354;0.9207481741905212;0.7099365592002869;0.48471882939338684;0.007991197519004345;0.9203838109970093;0.7121767997741699;0.409403532743454;0.03239545226097107
45;0.006486250553280115;0.918738603591919;0.6842493414878845;0.46709978580474854;0.007988709025084972;0.9183548092842102;0.6825938820838928;0.4298531115055084;0.032124608755111694;0.006688874680548906;0.9222017526626587;0.7149060368537903;0.4529278576374054;0.007496026810258627;0.9209175705909729;0.7167813777923584;0.4071974456310272;0.031103717163205147
46;0.006491595879197121;0.9187134504318237;0.6841729879379272;0.4672011137008667;0.00803492683917284;0.9185590147972107;0.6845148205757141;0.4310848116874695;0.03220176696777344;0.007090154103934765;0.9204259514808655;0.7073137164115906;0.4637835919857025;0.008000890724360943;0.9215666055679321;0.719961941242218;0.39880022406578064;0.032040901482105255
47;0.0065410747192800045;0.9185142517089844;0.6838236451148987;0.46543779969215393;0.007999103516340256;0.9185370206832886;0.6838011145591736;0.42936432361602783;0.03214559704065323;0.006620008964091539;0.9216999411582947;0.7153480052947998;0.4447582960128784;0.007644524332135916;0.9235453605651855;0.7222346067428589;0.39777451753616333;0.030829887837171555
48;0.006526223849505186;0.919084906578064;0.6861506104469299;0.46216291189193726;0.007995774038136005;0.9193881154060364;0.6869927048683167;0.4273603856563568;0.032021958380937576;0.007064881734549999;0.9192231893539429;0.7086427807807922;0.44668397307395935;0.007996994070708752;0.9185137152671814;0.7030613422393799;0.40879562497138977;0.03187023848295212
49;0.00647111888974905;0.9192765355110168;0.6870809197425842;0.46304187178611755;0.0079309968277812;0.9188973307609558;0.6849262714385986;0.4278605282306671;0.03193211928009987;0.00666888477280736;0.9237381815910339;0.7191974520683289;0.4581435024738312;0.007643161341547966;0.9187654256820679;0.7120634913444519;0.40049028396606445;0.03119845874607563
50;0.00651274248957634;0.9188420176506042;0.685542106628418;0.46087783575057983;0.008009912446141243;0.9185609221458435;0.6839550733566284;0.42757946252822876;0.03200136870145798;0.00667355302721262;0.9201496839523315;0.7080224752426147;0.47591865062713623;0.007835464552044868;0.919914186000824;0.7108880877494812;0.39352163672447205;0.031607650220394135
51;0.006530740298330784;0.9189444780349731;0.6861979961395264;0.4593610465526581;0.008020306006073952;0.9186970591545105;0.6841170787811279;0.4271486699581146;0.03199025243520737;0.006667272187769413;0.9211952686309814;0.7132813930511475;0.46265092492103577;0.007979747839272022;0.9199482202529907;0.7077739834785461;0.396976113319397;0.031546615064144135
52;0.006508301943540573;0.9192721247673035;0.6862743496894836;0.4600432217121124;0.007968994788825512;0.9195354580879211;0.6875271201133728;0.42591193318367004;0.03190681338310242;0.006610230077058077;0.9220834970474243;0.7190576195716858;0.4699985384941101;0.007712074555456638;0.9223717451095581;0.7147537469863892;0.403804749250412;0.03151191025972366
53;0.006517255678772926;0.9194055199623108;0.6858289837837219;0.4605752229690552;0.007914775982499123;0.9189931750297546;0.685615062713623;0.42629164457321167;0.03188081458210945;0.0067581296898424625;0.9211385250091553;0.7167609930038452;0.46054908633232117;0.007923930883407593;0.9175969362258911;0.7124688029289246;0.39821451902389526;0.03156368061900139
54;0.0064070760272443295;0.9201761484146118;0.6894117593765259;0.45771944522857666;0.007884152233600616;0.9199929237365723;0.6871630549430847;0.4244729280471802;0.031649377197027206;0.006724582985043526;0.9225970506668091;0.7128828167915344;0.4620427191257477;0.007520218845456839;0.9228421449661255;0.7114098072052002;0.4137164354324341;0.03147509694099426
55;0.006440896540880203;0.919934093952179;0.6883882880210876;0.45851972699165344;0.007933242246508598;0.9196528196334839;0.6865464448928833;0.42325225472450256;0.03172207996249199;0.006466075778007507;0.921160101890564;0.7154875993728638;0.47374334931373596;0.008025445975363255;0.9197282791137695;0.7147085666656494;0.3903002142906189;0.03148254007101059
56;0.00646962272003293;0.9200106859207153;0.6891069412231445;0.455758661031723;0.007814050652086735;0.9204578995704651;0.690235435962677;0.4202907681465149;0.031518928706645966;0.006391460541635752;0.9244897365570068;0.719671905040741;0.4941262900829315;0.007162610534578562;0.9244800806045532;0.7209213972091675;0.39783018827438354;0.0311221145093441
57;0.006508958525955677;0.9202134609222412;0.6865667700767517;0.4584942162036896;0.007790341507643461;0.9203029274940491;0.6889962553977966;0.42321187257766724;0.031647391617298126;0.006738733965903521;0.9261284470558167;0.7194231152534485;0.43322014808654785;0.008161427453160286;0.9232436418533325;0.7095120549201965;0.406294584274292;0.03139245882630348
58;0.006451347842812538;0.9203104376792908;0.6893314719200134;0.4549603760242462;0.007921268232166767;0.9208552837371826;0.6891148686408997;0.4222029149532318;0.03162841871380806;0.006725351791828871;0.9212252497673035;0.7135552167892456;0.47684261202812195;0.00782048050314188;0.9242912530899048;0.7215840816497803;0.40343764424324036;0.03186055272817612
59;0.006493947934359312;0.920494019985199;0.6879794597625732;0.4568476378917694;0.007922712713479996;0.9207358360290527;0.6897899508476257;0.422688364982605;0.031718917191028595;0.0065349796786904335;0.9259302616119385;0.7292821407318115;0.4417371153831482;0.007317433133721352;0.9228852391242981;0.7116283178329468;0.3928540349006653;0.030267169699072838
60;0.006445516366511583;0.9206889867782593;0.6892049908638;0.45416322350502014;0.007794985082000494;0.9206487536430359;0.6907052993774414;0.4202072322368622;0.031443092972040176;0.006742250639945269;0.9237682819366455;0.7207006812095642;0.43248477578163147;0.007998439483344555;0.9226251244544983;0.712605893611908;0.3925432562828064;0.030946455895900726
61;0.00633043609559536;0.9214621782302856;0.6926690340042114;0.4549036920070648;0.007792589720338583;0.9218816757202148;0.6941481828689575;0.4169173240661621;0.03127710148692131;0.006279170047491789;0.9249788522720337;0.7298151254653931;0.4679238796234131;0.007737733889371157;0.924130380153656;0.7219440937042236;0.4008494019508362;0.031112035736441612
62;0.006354964338243008;0.9212669730186462;0.692528486251831;0.4532112181186676;0.007731200661510229;0.9212744235992432;0.690394937992096;0.42037853598594666;0.03127625957131386;0.006716104224324226;0.9254418611526489;0.7326524257659912;0.4383566975593567;0.007311143912374973;0.9257913827896118;0.7340071797370911;0.3833046853542328;0.03017992340028286
63;0.0064317150972783566;0.9207015633583069;0.6888289451599121;0.45295998454093933;0.00783197209239006;0.921612560749054;0.6917674541473389;0.4199686646461487;0.03143703565001488;0.006803806405514479;0.9207757115364075;0.7117066979408264;0.45657551288604736;0.007423751056194305;0.9238153696060181;0.726222038269043;0.3737141191959381;0.030548814684152603
64;0.006302947644144297;0.9219405055046082;0.6938179731369019;0.4497370719909668;0.00770707568153739;0.9219996929168701;0.6934384703636169;0.4172063171863556;0.031068872660398483;0.006324443966150284;0.9265599846839905;0.7282634377479553;0.46609044075012207;0.007643724791705608;0.9252985119819641;0.7228288650512695;0.39536428451538086;0.030917901545763016
65;0.006370728835463524;0.9215323328971863;0.6919583082199097;0.4539308249950409;0.00785424280911684;0.9212375283241272;0.6905531287193298;0.41986939311027527;0.03141648322343826;0.006611652672290802;0.9235544800758362;0.7176908254623413;0.4631539583206177;0.007249221671372652;0.9237425327301025;0.7213039398193359;0.390312135219574;0.030652960762381554
66;0.0064618345350027084;0.9212924838066101;0.6900256872177124;0.44949015974998474;0.007832404226064682;0.921476423740387;0.6915614604949951;0.4207407534122467;0.0314130038022995;0.006506740115582943;0.9265488386154175;0.7312660217285156;0.43024367094039917;0.007505213841795921;0.9261503219604492;0.7275704741477966;0.3888203203678131;0.030113007873296738
67;0.0063441540114581585;0.9215143322944641;0.6919749975204468;0.45275524258613586;0.007764999754726887;0.92254239320755;0.6943689584732056;0.4164447486400604;0.031211016699671745;0.006814195308834314;0.924465537071228;0.7253278493881226;0.4368348717689514;0.007682327181100845;0.9265471696853638;0.731188952922821;0.39009541273117065;0.03074520081281662
68;0.006333719007670879;0.9224697947502136;0.695839524269104;0.448813259601593;0.00776216946542263;0.9224866032600403;0.6937757730484009;0.41569262742996216;0.03110405057668686;0.006442048586905003;0.9204036593437195;0.7144710421562195;0.4625145494937897;0.007276357151567936;0.9246662259101868;0.7264102101325989;0.393084317445755;0.03055601194500923
69;0.0063492110930383205;0.9225906133651733;0.6954545378684998;0.4494014382362366;0.007572065573185682;0.9234058260917664;0.6971989274024963;0.4150298237800598;0.030931327491998672;0.006888892501592636;0.9241190552711487;0.7185475826263428;0.43951210379600525;0.007754409685730934;0.9247611165046692;0.7292816042900085;0.38332900404930115;0.030807243660092354
70;0.006326569244265556;0.9224448800086975;0.693078875541687;0.4497266113758087;0.00772915268316865;0.9224564433097839;0.6937142610549927;0.4164523184299469;0.03109821304678917;0.006842632777988911;0.9230748414993286;0.7278528809547424;0.42889466881752014;0.007435156032443047;0.9254400134086609;0.7294826507568359;0.38655224442481995;0.030301207676529884
71;0.006326389033347368;0.9227420687675476;0.6958365440368652;0.4483024775981903;0.007830950431525707;0.9222531914710999;0.6927180886268616;0.41610315442085266;0.0311624426394701;0.006826684810221195;0.9210149645805359;0.7242466807365417;0.4525342583656311;0.007658530026674271;0.9221735000610352;0.7210069894790649;0.3910583555698395;0.031067363917827606
72;0.006343369837850332;0.9227855801582336;0.6937810182571411;0.4496191740036011;0.007690096739679575;0.9225784540176392;0.6941674947738647;0.41732820868492126;0.031091684475541115;0.006794382818043232;0.9233327507972717;0.7139182090759277;0.45096540451049805;0.008147546090185642;0.9238264560699463;0.7151584625244141;0.3953246474266052;0.031568899750709534
73;0.006285251118242741;0.9231822490692139;0.69695645570755;0.44673871994018555;0.007716436870396137;0.922601044178009;0.6933866143226624;0.4133129417896271;0.03092259354889393;0.006547780241817236;0.923259437084198;0.7236490845680237;0.4554060399532318;0.007725566625595093;0.9243537187576294;0.7259796261787415;0.3849918246269226;0.030795827507972717
74;0.006257247645407915;0.9241064786911011;0.6988966464996338;0.44238895177841187;0.007711902726441622;0.9226270318031311;0.694722056388855;0.4146915078163147;0.030831366777420044;0.006249971222132444;0.9220771789550781;0.7161203026771545;0.4684881269931793;0.007526164408773184;0.9242911338806152;0.7262288928031921;0.3871855139732361;0.030614109709858894
75;0.006304542534053326;0.9226143956184387;0.6926239132881165;0.4499790072441101;0.007737805601209402;0.9232334494590759;0.6965620517730713;0.4136594831943512;0.031034348532557487;0.00637687835842371;0.9247633814811707;0.7231441736221313;0.4741547107696533;0.007777031976729631;0.9240903258323669;0.7263335585594177;0.39308255910873413;0.031215578317642212
76;0.00637791259214282;0.9232003688812256;0.6946401000022888;0.4483325481414795;0.007717071566730738;0.9229305386543274;0.6949743032455444;0.41522854566574097;0.031084390357136726;0.006229680497199297;0.9263668060302734;0.7325400710105896;0.4574826657772064;0.00696638273075223;0.9285872578620911;0.7412097454071045;0.38728025555610657;0.02982742339372635
77;0.006297084968537092;0.9231401085853577;0.695570707321167;0.4462190568447113;0.007704758085310459;0.9235092401504517;0.6964924931526184;0.41495048999786377;0.03094525821506977;0.006545678246766329;0.9238676428794861;0.7293519377708435;0.45392999053001404;0.007253122050315142;0.9256494641304016;0.731136679649353;0.3905678689479828;0.030412787571549416
78;0.006202522665262222;0.9243037104606628;0.6995074152946472;0.4444078207015991;0.007637991104274988;0.9229775071144104;0.6948708295822144;0.41585293412208557;0.030769018456339836;0.0065382011234760284;0.9270065426826477;0.7309131622314453;0.4231531023979187;0.00739174522459507;0.9247834086418152;0.7248865365982056;0.3820594549179077;0.029755616560578346
79;0.006365943234413862;0.9232428073883057;0.6940063238143921;0.4456714391708374;0.007625976111739874;0.9237921237945557;0.6992688775062561;0.41283947229385376;0.03088240511715412;0.006309653166681528;0.9273480176925659;0.7287938594818115;0.4439210593700409;0.007308134343475103;0.9238373041152954;0.7211272716522217;0.39797818660736084;0.030183419585227966
80;0.006242634728550911;0.9243362545967102;0.6996170878410339;0.44419190287590027;0.0076537961140275;0.9241530299186707;0.6980960965156555;0.4137776494026184;0.0307778287678957;0.0064850193448364735;0.9280084371566772;0.7362633347511292;0.43388789892196655;0.007774586323648691;0.9252637624740601;0.7267115712165833;0.3930375874042511;0.030512945726513863
